pk_id_milestone_status_info,version,date_from,date_to,id,"outcome_sumary","milestone_evidence","other_reason","gender_justification","youth_justification","capdev_justification","climate_justification"
490,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000114,,"Publication of results from activities taking health services to scale in Mali and Kenya was not completed, so is extended to 2018. The activity to scale up ITM in Tanzania was not completed due to project implementation issues and has been extended.",,,,,
491,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000115,,"Two feed supply and analysis tools were enriched: a) a pilot tool [https://livestock.cgiar.org/2017/08/17/feedbase-tool-for-ethiopia/] for feed supply-demand estimates [https://www.dropbox.com/s/9wnsn3e385f4tvm/Link 1 Revised manuscript of Feedbase-Ethiopia-1 %28003%29.docx?dl=0] in Ethiopia; b) a preliminary legume database to support the LegumeCHOICE tool [https://www.ilri.org/download-legume-choice] for livestock producers.The open access Selection of Tropical Forages Tool (SoFT) [http://www.tropicalforages.info/] was updated and increased its reach in 2017 with total hits (visits) of 485,728, and 310,166 unique page views (https://www.dropbox.com/s/l72o1h03wnxtg2x/Report SoFT 2017.pdf?dl=0). The open access online journal Tropical Grasslands-Forrajes Tropicales (TGFT) [http://www.tropicalgrasslands.info/] launched three issues. [https://www.dropbox.com/s/oqnkgcmypegbbuc/Report TGFT_2013-2017.pdf?dl=0]",,,,,
492,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000116,,"We developed three new equations for stationary NIRS, each for one forage quality parameter (IVDM, NDF and ADF) specific for the screening of grasses. This helped in studying the quality parameters of 130 germplasm accessions of M. maximus from CIAT’s gene bank using NIRS for the first time in history (link) [https://www.dropbox.com/s/hcnhc7e0dl9cm1c/1_F%26F 3.1%2C Sub-activity code 3.1.2_New equations for stationary and mobile NIRS.docx?dl=0]. Two stationary NIRS equations were developed for Tef straw [https://my.pcloud.com/publink/show?code=kZRoUf7Zu2R5AlAfosHHjKx4mFX75RfUbAfk] and Cenchrus purpureus.[https://www.dropbox.com/s/98lsqn864gefhww/ILRI_Hyderabad_NIRS 5000_Napiergrass.eqa?dl=0].",,,,,
493,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000117,,"81 new Urochloa interspecific hybrids [https://www.dropbox.com/s/58kzgf9j6j1gxtv/2_F%26F 3.2%2C Sub-activity code 3.2.1_ListOfDefinedHybrids.docx?dl=0] were defined, 27 U. humidicola hybrids were evaluated for spittlebug resistance and seed production [https://www.dropbox.com/s/8klyf0xd1uxnw6j/Annex 1 - FinalReport_Output2.pdf?dl=0] and 27 U. humidicola hybrids were screened for waterlogging tolerance [https://www.dropbox.com/s/szit9jrl9pc2wwq/1.pptx?dl=0]; b) released Urochloa hybrids were further scaled on approximately 103,000 hectares in 23 countries in 2017 [https://www.dropbox.com/s/f7i5ma4wiipx80y/Seed Sales Brachiaria Hybrids_CIAT_2017.xlsx?dl=0].",,,,,
494,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000118,,"A collection of 105 Napier grass accessions [http://hdl.handle.net/10568/92910] was genotyped producing approximately 200,000 markers and a diversity analysis was conducted capturing genetic diversity. New phenotyping tools [https://www.dropbox.com/s/yfw4fjzzncj9eq4/5_F%26F 3.2%2C Sub-activity code 3.2.3_ExploringPhenotyping.pptx?dl=0] were tested for suitability for improving selection and non-destructive methods [https://www.frontiersin.org/articles/10.3389/fpls.2017.00167/full] for screening forage plants under stress were evaluated. The potential of genomic selection was enriched for the Urochloa breeding program [https://www.dropbox.com/s/ilojmb42uqtmtii/5_F%26F 3.2%2C Sub-activity code 3.2.3_ExploringGenomicSelectionBrachiaria.pptx?dl=0].",,,,,
495,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000119,,"This milestone was only partially achieved in 2017. The delay resulted from changed release procedures affecting our Urochloa releases and the dependence on bilateral projects due to missing W1/2 funding. However, progress was made on achieving this milestone and we are confident that the milestone will be achieved in 2018.1)Progress made on species characterization: Advances were made on molecular and phenotypic characterization (e.g. related to water use [https://www.dropbox.com/s/y021atigd50flw0/8_F%26F 3.2%2C Sub-activity code 3.2.4_CharacterizationPanicum_JuanAC.pptx?dl=0], environmental aspects [http://hdl.handle.net/10568/90967] or nutritional quality [https://www.dropbox.com/s/myvwydu9ufrmhb8/8_Caracterizaci%C3%B3n fenot%C3%ADpica de Panicum_JCarvajal.pptx?dl=0]) for the core collection of Megathyrsus maximus (Panicum) (137 germplasm accessions and 41 hybrids) contributing to hybrid breeding. 2)Progress made on species promotion:A field day in Jhansi (India) [http://hdl.handle.net/20.500.11766/8281] was organized to introduce cactus (Opuntia ficus indica) as a multi-purpose plant to farmers.",,,,,
496,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000120,,"New dual purpose cultivars identified [https://www.dropbox.com/s/jeqkwspx9xb355i/Link 3 CHAPTER_DUALPURPOSE_June 2018.docx?dl=0] in maize, rice, wheat, cowpea and sorghum, and new forage sorghum and pearl millet cultivars were identified and tested [http://hdl.handle.net/10568/96127] with commercial and smallholder dairy producers in Southern India. Two studies explored food-feed traits in Ethiopian naked-barley landraces and global barley genotypes. Submissions to journals are ongoing.",,,,,
497,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000121,,"A ration balancing tool [https://my.pcloud.com/publink/show?code=kZNuAf7ZPmqycAniT4ff6bg3M1EhP7Qo5CTy] for Odisha state was developed. In addition, the potential of upgrading cereal straws and stovers [https://dx.doi.org/10.1016/j.anifeedsci.2017.12.016] using technology developed for biofuel production for livestock feed was identified. [https://www.dropbox.com/s/wt8icft11hrelvp/Link 8 Blummel XVII Biennial Animal Nutrition Conference-.pdf?dl=0]",,,,,
498,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000122,,"A contract farming option for silage making [https://www.dropbox.com/s/d244f22anyl6gm2/Link 5 OFID Project Progress Report Final.doc?dl=0] has been implemented by our partner Dodla Dairy in southern India. In addition, total mixed rations [https://www.dropbox.com/s/v8iu89txfn8om9x/Link 10 FINAL Report feeding trial -Vidarbha-Tumkur %28under review%29.doc?dl=0] were designed and tested with feed processors and smallholder dairy producers in India leading to superior yields compared to traditional feeding systems.",,,,,
499,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000123,,"We developed a method for cost-benefit analysis [https://www.dropbox.com/s/saor55b2jqhpekb/Metodolog%C3%ADa para an%C3%A1lisis de evaluaci%C3%B3n financiera de tecnolog%C3%ADas forrajeras.pdf?dl=0] of improved forage technologies in Colombia that allows the financial evaluation of promising forages. Since this method serves for application in Latin America, a set of public and private sector actors from Nicaragua were trained on its use [https://www.dropbox.com/sh/qr64lscx5sa96ht/AAAKqZ2zZnlYAssfBucVoxMxa?dl=0]. By using a different method for cost-benefit analysis [https://link.springer.com/article/10.1007%2Fs11250-018-1529-3] for forage technologies (oat and vetch forages) in central Kenya, we proved that applying these technologies results in positive returns for the farmers. We developed a methodology for qualitative assessment [https://www.dropbox.com/s/ht45pc3a0iz9flf/Informes metodologias factores de adopci%C3%B3n.pdf?dl=0] of adoption factors for new forage technologies in Latin America that serves for the development of well-targeted dissemination strategies. Adoption factors were identified for Tanzania [http://hdl.handle.net/10568/89807] using another approach. In addition, four business plans [http://hdl.handle.net/20.500.11766/8255] for Tunisian feed block manufacturers were developed.",,,,,
500,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000124,,"This milestone was partially achieved and extended to 2018 due to a lack of W1/2 funds and limited bilateral project activities. The identification of knowledge gaps [https://www.dropbox.com/s/9vi56u3vwzpr1lx/Identificaci%C3%B3n de Factores de adopci%C3%B3n de tecnolog%C3%ADas.pdf?dl=0] remains to be done for Tunisia and we are confident that this will be achieved in 2018 as W1/2 funds will now be able to support this activity. What we achieved was the identification of knowledge gaps around forage technologies for Colombia that help in developing well-targeted extension approaches. Through bilateral project activities, a policy brief [http://hdl.handle.net/20.500.11766/8241] on varietal release protocols for forage seed in Afghanistan and 10 forage factsheets [http://hdl.handle.net/10568/93394] for Eastern Africa were developed and support new extension approaches.",,,,,
501,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000125,,"Achieved through participating in the Roundtable for sustainable cattle production [https://www.dropbox.com/s/z5zlk1g7dejzgj5/MGS-report.pdf?dl=0] in Colombia, establishing private seed sector links and initial innovation platform [https://www.dropbox.com/s/kdy72re9ug0s54o/Annex 6 - Brachiaria Roundtable.docx?dl=0] meetings [https://www.dropbox.com/s/ug3445xjrxixc36/Annex 5 - Fodder Conference Report.pdf?dl=0] in Kenya, and supporting the feed resource innovation platforms in Tunisia [http://hdl.handle.net/20.500.11766/8239]. We also mapped the key players within the forage seed marketing system in Afghanistan [https://www.icarda.org/update/improving-forage-value-chains-afghanistan] and conducted an in-depth forage value chain analysis in Kenya and Ethiopia.[http://hdl.handle.net/10568/93393].",,,,,
