pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
78,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17102_60",17102,"GLAD message map on key livestock facts generated and dissemination on global portal by end of 2018.",2018,"5.1 National and international research partners and policymakers use analyses of livestock-sector dynamics, investment and ex-ante impact assessments to guide priority setting, investment and policy development for the livestock sector in 5 priority countries and within the Livestock CRP",2022
79,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17112_60",17112,"Gov of Ethiopia uses completed LMP to share major livestock loan request with WB during 2018.",2018,"5.1 National and international research partners and policymakers use analyses of livestock-sector dynamics, investment and ex-ante impact assessments to guide priority setting, investment and policy development for the livestock sector in 5 priority countries and within the Livestock CRP",2022
80,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17122_60",17122,"Scenarios and modeling approaches agreed upon for integrated macro-meso analyses",2018,"5.2 International researchers and agencies use improved livestock system modelling tools and apply them to new problems based on their mandate areas",2022
81,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17132_60",17132,"Finalized version of the WELI",2018,"5.4 Local or national development partners in four priority countries adopt gender-transformative and youth-supportive approaches (using the evidence from the strategic gender research done under the CRP)",2022
82,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17142_60",17142,"Benchmark publication on gender and livestock to identify frontiers in research and development published by December 2018.",2018,"5.3 Policy- or decision-makers in 4 countries use the packages developed and the evidence on the benefits of including gender equity considerations In the development of livestock projects and planning at community and national level (Ethiopia, Kenya, Nicaragua, Vietnam)",2022
83,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17152_60",17152,"CRP Gender strategy published by June 2018.",2018,"5.3 Policy- or decision-makers in 4 countries use the packages developed and the evidence on the benefits of including gender equity considerations In the development of livestock projects and planning at community and national level (Ethiopia, Kenya, Nicaragua, Vietnam)",2022
84,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17162_60",17162,"CRP Youth strategy published by June 2018.",2018,"5.3 Policy- or decision-makers in 4 countries use the packages developed and the evidence on the benefits of including gender equity considerations In the development of livestock projects and planning at community and national level (Ethiopia, Kenya, Nicaragua, Vietnam)",2022
85,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17173_60",17173,"Social and Behavioural Change Communication (SBCC) strategy for nutrition-related behaviour implemented among 5,000 households, (in Kenya targeted particularly at children 6-23 months and women) by October 2018.",2018,"5.5 Local and national development actors, government agencies, and the private sector invest in and adopt the most successful approaches for enhancing livestock-mediated nutritional impact, including institutional arrangements and behavioural change, in 3 priority countries.",2022
86,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17174_60",17174,"Major report on influence of animal-sourced foods on child and mother nutrition published by June 2018.",2018,"5.5 Local and national development actors, government agencies, and the private sector invest in and adopt the most successful approaches for enhancing livestock-mediated nutritional impact, including institutional arrangements and behavioural change, in 3 priority countries.",2022
87,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17192_60",17192,"AVCD and EADD projects dairy - Livestock communities in Kenya, Tanzania and Uganda apply tested feed, health and breeding technologies and/or management strategies (over 140,000 households combined: 78,000 in Kenya, 26,000 in Tanzania and 36,000 in Uganda) by December 2018.",2018,"5.6 Livestock communities across 4 priority countries apply tested technologies, management strategies and institutional arrangements, taking the multiple functions of livestock into account
",2022
88,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17202_60",17202,"Finalized version of the WELI",2018,"5.3 Policy- or decision-makers in 4 countries use the packages developed and the evidence on the benefits of including gender equity considerations In the development of livestock projects and planning at community and national level (Ethiopia, Kenya, Nicaragua, Vietnam)",2022
89,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17212_60",17212,"AVCD and EADD projects dairy- Livestock communities in Kenya, Tanzania and Uganda apply tested technologies and management strategies (over 250,000 households combined)",2018,"5.7 Development partners, private sector and government agencies across 4 priority countries apply innovative institutional arrangements to enhance competitiveness and inclusiveness
",2022
90,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17224_60",17224,"Protocol developed to guide testing, evaluation and scaling of technologies and management practices, to be used by Livestock CRP and other researchers",2018,"5.7 Development partners, private sector and government agencies across 4 priority countries apply innovative institutional arrangements to enhance competitiveness and inclusiveness
",2022
91,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17225_60",17225,"AVCD and EADD dairy- livestock communities in Kenya, Tanzania and Uganda apply tested organizational and business models among over 133,000 households combined",2018,"5.7 Development partners, private sector and government agencies across 4 priority countries apply innovative institutional arrangements to enhance competitiveness and inclusiveness
",2022
92,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1722_56",1722,"Improved emission models and factors (e.g. for N2O emissions) and LED suitability maps disseminated in partner countries",2018,"# of policy decisions taken (in part) based on engagement and information dissemination by CCAFS",2022
93,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17252_60",17252,"Protocol for use by Livestock CRP and other researchers, to guide testing, evaluation and scaling of institutional innovation developed by December 2018.",2018,"5.7 Development partners, private sector and government agencies across 4 priority countries apply innovative institutional arrangements to enhance competitiveness and inclusiveness
",2022
