pk_id_powb_outcome,version,date_from,date_to,id,"crp_program_outcome_description"
621,1,1900-01-01 00:00:00,2200-01-01 00:00:00,621,"FP2 Outcome: 2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products"
622,1,1900-01-01 00:00:00,2200-01-01 00:00:00,622,"FP2 Outcome: 2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools"
623,1,1900-01-01 00:00:00,2200-01-01 00:00:00,623,"FP3 Outcome: 3.1 Improved exchange and utilization of germplasm and data by MAIZE partner breeding teams"
624,1,1900-01-01 00:00:00,2200-01-01 00:00:00,624,"FP3 Outcome: 3.10 Farmers adopted improved varieties in farming systems"
625,1,1900-01-01 00:00:00,2200-01-01 00:00:00,625,"FP3 Outcome: 3.2 Effective pest/disease surveillance, monitoring and diagnostics protocols/procedures for controlling the spread and impact of existing/emerging threats"
626,1,1900-01-01 00:00:00,2200-01-01 00:00:00,626,"FP3 Outcome: 3.3 Partner breeding teams access and adopt improved breeding processes, including new technologies, methodologies, approaches and genetic resources"
627,1,1900-01-01 00:00:00,2200-01-01 00:00:00,627,"FP3 Outcome: 3.4 Increased deployment of improved MAIZE varieties by seed companies in target agro-ecologies"
628,1,1900-01-01 00:00:00,2200-01-01 00:00:00,628,"FP3 Outcome: 3.9 Increased availability of nutritious maize with desirable end use quality traits to farmers, food and feed producers, and processors"
629,1,1900-01-01 00:00:00,2200-01-01 00:00:00,629,"FP4 Outcome: 4.10 Smallholder farmers adopted and adapted SI practices and products"
630,1,1900-01-01 00:00:00,2200-01-01 00:00:00,630,"FP4 Outcome: 4.4 NARS increased use of participatory approach in system research"
631,1,1900-01-01 00:00:00,2200-01-01 00:00:00,631,"FP4 Outcome: 4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increased their ability to adopt SI practices and products"
632,1,1900-01-01 00:00:00,2200-01-01 00:00:00,632,"FP4 Outcome: 4.8 Actors in sustainable intensification (SI) increased consideration and integration of gender and social inclusion into policies, processes and practices"
633,1,1900-01-01 00:00:00,2200-01-01 00:00:00,633,"FP4 Outcome: 4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)"
634,1,1900-01-01 00:00:00,2200-01-01 00:00:00,634,"Budget allocations for agricultural research exceed projections of the 2012-2016 trend in 5 countries"
635,1,1900-01-01 00:00:00,2200-01-01 00:00:00,635,"Foresight models and results are used by 12 regional and national research organizations or government agencies in Africa, Asia and Latin America and global development organizations as inputs to their priority-setting"
636,1,1900-01-01 00:00:00,2200-01-01 00:00:00,636,"In 3 countries, adoption of selected promising technologies and management practices is 20% above counterfactual without supportive technology dissemination innovations and policies"
637,1,1900-01-01 00:00:00,2200-01-01 00:00:00,637,"Studies on policies, regulations, and investment in support of agricultural science, technology, and innovation are used by key government entities in 3 countries"
638,1,1900-01-01 00:00:00,2200-01-01 00:00:00,638,"Agricultural growth and rural incomes are increased (above counterfactual trend) in 3 countries implementing evidence-based policies and/or public expenditure allocations"
639,1,1900-01-01 00:00:00,2200-01-01 00:00:00,639,"Governments and other investors in at least 3 countries use empirical evidence and quantitative methods to modify their allocation of public resource towards better targeted investments favoring inclusive agricultural growth and rural transformation"
640,1,1900-01-01 00:00:00,2200-01-01 00:00:00,640,"Governments in at least 3 countries use tools and evidence on the economy-wide factors affecting rural transformation to develop policies that are better targeted towards raising agricultural growth and rural incomes"
641,1,1900-01-01 00:00:00,2200-01-01 00:00:00,641,"Earnings of smallholder male and female farmers from specific value chains increase by 20% as a result of interventions in these value chains in 3 countries"
642,1,1900-01-01 00:00:00,2200-01-01 00:00:00,642,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in 3 instances"
643,1,1900-01-01 00:00:00,2200-01-01 00:00:00,643,"Implementation partners in three countries use analysis of approaches to scaling to increase numbers of beneficiaries by 50% in designated projects"
644,1,1900-01-01 00:00:00,2200-01-01 00:00:00,644,"New insurance products are being used by smallholder farmers in 3 countries"
645,1,1900-01-01 00:00:00,2200-01-01 00:00:00,645,"Research and development organizations use PIM tools for value chain analysis and development in 20 instances in 6 countries"
646,1,1900-01-01 00:00:00,2200-01-01 00:00:00,646,"Research and development organizations use PIM tools to address postharvest losses in 10 countries"
647,1,1900-01-01 00:00:00,2200-01-01 00:00:00,647,"Improved social protection innovations provide food and nutrition benefits to poor households in 3 countries"
648,1,1900-01-01 00:00:00,2200-01-01 00:00:00,648,"National social protection programs and policies are modified based on evidence in 4 countries"
649,1,1900-01-01 00:00:00,2200-01-01 00:00:00,649,"Program innovations improve the well being of the poor in fragile and conflict affected settings in 2 countries"
650,1,1900-01-01 00:00:00,2200-01-01 00:00:00,650,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries"
651,1,1900-01-01 00:00:00,2200-01-01 00:00:00,651,"Improved landscape-level governance arrangements are implemented in 6 countries, with more productive and equitable management in at least 2"
652,1,1900-01-01 00:00:00,2200-01-01 00:00:00,652,"Tenure security is improved for beneficiaries in 6 countries, with detailed documentation for 2"
653,1,1900-01-01 00:00:00,2200-01-01 00:00:00,653,"Gender dimensions of policies are strengthened in 4 countries"
654,1,1900-01-01 00:00:00,2200-01-01 00:00:00,654,"Indicators of women's empowerment in agriculture increase in 3 countries"
655,1,1900-01-01 00:00:00,2200-01-01 00:00:00,655,"National researchers use improved gender research methods in 5 countries"
656,1,1900-01-01 00:00:00,2200-01-01 00:00:00,656,"Effective networks and mechanisms to provide policy makers with up-to -date and evidence-based information on the rice sector"
657,1,1900-01-01 00:00:00,2200-01-01 00:00:00,657,"Effective public and private delivery systems for seeds of improved rice varieties in six countries (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)"
658,1,1900-01-01 00:00:00,2200-01-01 00:00:00,658,"Foresight analyses and priority setting used by RICE and partner scientists to develop and target technology options"
659,1,1900-01-01 00:00:00,2200-01-01 00:00:00,659,"Functional and effective results-based management system for RICE and its partners"
660,1,1900-01-01 00:00:00,2200-01-01 00:00:00,660,"Impacts and adoption of RICE technologies assessed and published"
661,1,1900-01-01 00:00:00,2200-01-01 00:00:00,661,"Improved role in decision making by women and youth in rice value chains as evidenced by empowerment measures at key action sites"
662,1,1900-01-01 00:00:00,2200-01-01 00:00:00,662,"Well functioning multistakeholder platforms and seed systems at six action sites (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)"
663,1,1900-01-01 00:00:00,2200-01-01 00:00:00,663,"Diversified enterprise opportunities generated through upgraded value chains in at least six action sites (Myanmar, Vietnam, Cote d’Ivoire, Uganda, Kenya and Madagascar)"
664,1,1900-01-01 00:00:00,2200-01-01 00:00:00,664,"Income by value-chain actors increased by 10% through adoption of at least one of the postharvest or value addition practices or technologies in at least six action sites (Vietnam, Myanmar, Indonesia, India, Uganda, Kenya, Madagascar, Cote d’Ivoire, Nigeria and Mozambique)"
665,1,1900-01-01 00:00:00,2200-01-01 00:00:00,665,"Income of value chain actors increased by 10% in at least six action sites (Myanmar, Vietnam, Cote d’Ivoire, Uganda, Kenya and Madagascar)"
666,1,1900-01-01 00:00:00,2200-01-01 00:00:00,666,"Partner research and development organizations’ capacity in rice value chain upgrading increased in at least six countries (Vietnam, Myanmar, Indonesia, India, Cambodia, Philippines, Thailand, Sri Lanka, Bangladesh, Nepal, Tanzania, Burundi, Uganda, Kenya, Madagascar, Cote d’Ivoire, Nigeria and Mozambique)"
667,1,1900-01-01 00:00:00,2200-01-01 00:00:00,667,"Value chain development supported for improved processing and novel (by-)products from rice in at least six action sites (Vietnam, Cambodia, Philippines, India, Myanmar and Cote d’Ivoire)"
668,1,1900-01-01 00:00:00,2200-01-01 00:00:00,668,"Diversified on-farm diets sourced through diversified farming systems at four action sites (Cote d?Ivoire, Madagascar, Bangladesh, Myanmar) (together with other CRPs)"
669,1,1900-01-01 00:00:00,2200-01-01 00:00:00,669,"Improved management practices that increase input use efficiency by 5% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
670,1,1900-01-01 00:00:00,2200-01-01 00:00:00,670,"Improved management practices that reduce yield gap by 10-15% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
671,1,1900-01-01 00:00:00,2200-01-01 00:00:00,671,"Improved rice management practices that reduce GHG by 5% disseminated at three action sites (Bangladesh, Philippines, Vietnam)"
672,1,1900-01-01 00:00:00,2200-01-01 00:00:00,672,"Options to diversity rice farms with other crops, animals, or trees developed and disseminated at six action sites (Cote d?Ivoire, Madagascar, Tanzania, India, Bangladesh, Myanmar) (together with other CRPs)"
673,1,1900-01-01 00:00:00,2200-01-01 00:00:00,673,"Results of completed farming systems analyses used to focus development activities on key opportunities for adapting to climate risks at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
674,1,1900-01-01 00:00:00,2200-01-01 00:00:00,674,"Value chain actors including farmers and service providers using new mechanization options designed to increase women?s labor productivity at seven action sites (Nigeria, Senegal, Tanzania, Vietnam, Indonesia, Bangladesh, Myanmar)"
675,1,1900-01-01 00:00:00,2200-01-01 00:00:00,675,"A functional rice data hub providing open access phenotypic and genotypic information and data analysis tools for users worldwide"
676,1,1900-01-01 00:00:00,2200-01-01 00:00:00,676,"At least 5 major QTLs/genes that are stable across environment and management, for all rice mega-environments, integrated in the respective varietal development pipelines"
677,1,1900-01-01 00:00:00,2200-01-01 00:00:00,677,"Characterized pathogens populations and diversity used to predict varietal deployment for at least 3 major rice diseases"
678,1,1900-01-01 00:00:00,2200-01-01 00:00:00,678,"Predicted global rice production risks used to guide development and targeting of climate change-adapted technologies at least for the most vulnerable rice agroecosystems"
679,1,1900-01-01 00:00:00,2200-01-01 00:00:00,679,"High quality and high nutritious rice varieties that are preferred by men and women farmers and consumers"
680,1,1900-01-01 00:00:00,2200-01-01 00:00:00,680,"New rice varieties resulting in 1.3 % genetic gain in intensive systems"
681,1,1900-01-01 00:00:00,2200-01-01 00:00:00,681,"Novel tools for precision biotech breeding based on genetic diversity shared open access and globally, including protocols for gene editing and genetic transformation"
682,1,1900-01-01 00:00:00,2200-01-01 00:00:00,682,"Rice diversity in rice gene banks used globally for identification of traits and discovery of new genes"
683,1,1900-01-01 00:00:00,2200-01-01 00:00:00,683,"Rice varieties with 20, 15, 10% reduction in yield loss caused by factors induced by climate change, in mega deltas, rainfed lowlands, and uplands, respectively"
684,1,1900-01-01 00:00:00,2200-01-01 00:00:00,684,"Standardized design, data collection, analysis and management implemented across the program"
685,1,1900-01-01 00:00:00,2200-01-01 00:00:00,685,"Across RTB crops, average 25% reduction of time needed for traits discovery and incorporation into breeding pipelines"
686,1,1900-01-01 00:00:00,2200-01-01 00:00:00,686,"Collaboration for more effective breeding enhanced through a breeding community of practices including at least 40 stakeholders in 10 countries"
687,1,1900-01-01 00:00:00,2200-01-01 00:00:00,687,"Conservation status of wild relatives and landraces of at least 3 RTB crops improved in 3 key hotspots"
688,1,1900-01-01 00:00:00,2200-01-01 00:00:00,688,"Enhanced capacity in genomic selection and advanced breeding methods of at least 150 R&D partners, of which at least 30% are female, through short and long-term trainings"
689,1,1900-01-01 00:00:00,2200-01-01 00:00:00,689,"For each RTB crop, populations with at least 3 end-users preferred traits and adapted to 2 targeted regions are available (For more details please refer to Table FP1.4)"
690,1,1900-01-01 00:00:00,2200-01-01 00:00:00,690,"20,000,000 people (4,000,000 HH), of which 50% are women, increased their annual income by increasing RTB sales and diversifying market strategies"
691,1,1900-01-01 00:00:00,2200-01-01 00:00:00,691,"Annual production of at least one nutrient-rich RTB crop increased by 5-10% in 10 targeted countries"
692,1,1900-01-01 00:00:00,2200-01-01 00:00:00,692,"At least 35% increase in number of female and young beneficiaries of at least 500,000 HH perceive to have better control over assets and resources"
693,1,1900-01-01 00:00:00,2200-01-01 00:00:00,693,"At least 5,000,000 HH increased their annual RTB yield by at least 10%"
694,1,1900-01-01 00:00:00,2200-01-01 00:00:00,694,"Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH"
695,1,1900-01-01 00:00:00,2200-01-01 00:00:00,695,"Every year, 8,000 R&D stakeholders (50% female) trained through short term programs on designing and implementing smallholder-oriented breeding programs and sustainable seed systems"
696,1,1900-01-01 00:00:00,2200-01-01 00:00:00,696,"In areas affected by pests and diseases, RTB yield restored to previous infection conditions by at least 1,500,000 farmer HH, of which at least 25% are female headed households"
697,1,1900-01-01 00:00:00,2200-01-01 00:00:00,697,"Regulatory frameworks for seed production and seed quality control (including QDS) under implementation in 10 countries"
698,1,1900-01-01 00:00:00,2200-01-01 00:00:00,698,"1,800,000 ha of current RTB production area converted to sustainable cropping systems"
699,1,1900-01-01 00:00:00,2200-01-01 00:00:00,699,"25 National and 5 regional plant protection agencies with strategies for containment and management under implementation"
700,1,1900-01-01 00:00:00,2200-01-01 00:00:00,700,"Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH"
701,1,1900-01-01 00:00:00,2200-01-01 00:00:00,701,"Growing number of extension services (governmental org., NGOs and private sector) providing advice on improved ICM and IPDM increased"
702,1,1900-01-01 00:00:00,2200-01-01 00:00:00,702,"New technologies and practices have been equally adopted by women and men farmers"
703,1,1900-01-01 00:00:00,2200-01-01 00:00:00,703,"20,000 small scale processors, 30 % of which are female, reduced water- and energy- related production costs by 15-20% in cassava sector with growing spillover in other RTB crops"
704,1,1900-01-01 00:00:00,2200-01-01 00:00:00,704,"60 development-focused organizations, including women's networks and alliances, having increased their capacity for innovation (e.g. enhanced human capital and improved collaboration network in relevant domains) to scale up fuller utilization of RTB"
705,1,1900-01-01 00:00:00,2200-01-01 00:00:00,705,"700,000 households, 25% of which are female headed, have increased their income by 15-20% by increasing and diversifying RTB sales (food, feed, industrial raw material and seeds)"
706,1,1900-01-01 00:00:00,2200-01-01 00:00:00,706,"At least 35% increase in number of women and youth beneficiaries in at least 200,000 HH who perceive to have better control over assets and resources"
707,1,1900-01-01 00:00:00,2200-01-01 00:00:00,707,"Diet quality indices increased by 20% for at least 2,000,000 farmer households and urban/rural consumers"
708,1,1900-01-01 00:00:00,2200-01-01 00:00:00,708,"Food-based nutrition programs/ initiatives promoting RTB crops under implementation in at least 10 countries"
709,1,1900-01-01 00:00:00,2200-01-01 00:00:00,709,"Post-harvest physical and quality losses reduced in at least 10 countries through better post-harvest management, improved storage, and utilization of waste across RTB crops"
710,1,1900-01-01 00:00:00,2200-01-01 00:00:00,710,"At least 1,500 research/development staff in RTB and in mixed-type partner organizations across prime target countries with strengthened research and innovation capacities including gender-responsive and transformative research"
711,1,1900-01-01 00:00:00,2200-01-01 00:00:00,711,"At least 35% increase in number of female and young beneficiaries of at least 200,000 HH perceive to have better control over assets and resources"
712,1,1900-01-01 00:00:00,2200-01-01 00:00:00,712,"At least 5 partnerships and scaling models tested in a minimum of 5 target countries and adjusted to be fit for purpose"
713,1,1900-01-01 00:00:00,2200-01-01 00:00:00,713,"At least 66 cases where RTB crops/technologies are newly included in policies or programs executed by government agencies, NGOs, and/or private sector"
714,1,1900-01-01 00:00:00,2200-01-01 00:00:00,714,"Diet quality indices increased by 20% for at least 300,000 farmer households"
715,1,1900-01-01 00:00:00,2200-01-01 00:00:00,715,"Improved soil management practices adopted on at least 200,000 ha cultivated by smallholder farmers"
716,1,1900-01-01 00:00:00,2200-01-01 00:00:00,716,"RTB delivery flagships and at least 55 research and development partner organizations with more gender-responsive planning and implementation processes, reflected in at least 5 additional collaborative arrangements with public sector and civil society organizations supporting gender transformation"
717,1,1900-01-01 00:00:00,2200-01-01 00:00:00,717,"Whole-farm productivity increased by 25% for at least 1,000,000 HH"
718,1,1900-01-01 00:00:00,2200-01-01 00:00:00,718,"FP1 Outcome: 1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies"
719,1,1900-01-01 00:00:00,2200-01-01 00:00:00,719,"FP1 Outcome: 1.8 National and regional policy makers improved policy-making and increased investment based on evidence"
720,1,1900-01-01 00:00:00,2200-01-01 00:00:00,720,"FP1 Outcome: 1.9 Last mile provider (extension partners, farmers organizations, community-based organizations, private sector) increased access and promotion of technologies to farmers"
721,1,1900-01-01 00:00:00,2200-01-01 00:00:00,721,"FP2 Outcome: 2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products"
722,1,1900-01-01 00:00:00,2200-01-01 00:00:00,722,"FP2 Outcome: 2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools"
723,1,1900-01-01 00:00:00,2200-01-01 00:00:00,723,"FP3 Outcome: 3.12 Non-and-subsistence farmers adopted improved varieties"
724,1,1900-01-01 00:00:00,2200-01-01 00:00:00,724,"FP3 Outcome: 3.2 Partner breeding teams increased multidisciplinary and multi-institutional collaboration"
725,1,1900-01-01 00:00:00,2200-01-01 00:00:00,725,"FP3 Outcome: 3.3 Partner breeding teams improved breeding processes by adopting new technologies, methodologies, approaches and genetic resources"
726,1,1900-01-01 00:00:00,2200-01-01 00:00:00,726,"FP3 Outcome: 3.4 CRP commodities enhanced engagement in joint lobbying for speeding-up release of improved varieties"
727,1,1900-01-01 00:00:00,2200-01-01 00:00:00,727,"FP3 Outcome: 3.6 National regulators of crop variety release improved enabling environment to speeding-up release of improved varieties"
728,1,1900-01-01 00:00:00,2200-01-01 00:00:00,728,"FP3 Outcome: 3.7 Extension partners (universities, national/state/provincial governments) increased access and promotion of adoption of improved varieties to farmers, and increased investment in emerging private sector circumstances"
729,1,1900-01-01 00:00:00,2200-01-01 00:00:00,729,"FP4 Outcome: 4.10 Smallholder farmers adopted and adapted SI practices and products"
730,1,1900-01-01 00:00:00,2200-01-01 00:00:00,730,"FP4 Outcome: 4.4 NARS increased use of participatory approach in system research"
731,1,1900-01-01 00:00:00,2200-01-01 00:00:00,731,"FP4 Outcome: 4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products"
732,1,1900-01-01 00:00:00,2200-01-01 00:00:00,732,"FP4 Outcome: 4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices."
733,1,1900-01-01 00:00:00,2200-01-01 00:00:00,733,"FP4 Outcome: 4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with crosscutting sub-IDO)."
734,1,1900-01-01 00:00:00,2200-01-01 00:00:00,734,"F1 Outcome: 1.1: Better informed landscape restoration policies, approaches and interventions"
735,1,1900-01-01 00:00:00,2200-01-01 00:00:00,735,"F1 Outcome: 1.2 Policies, strategies, and interventions investing in practices that rehabilitate or protect soil fertility and soil carbon."
736,1,1900-01-01 00:00:00,2200-01-01 00:00:00,736,"F1 Outcome: 1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation risks."
737,1,1900-01-01 00:00:00,2200-01-01 00:00:00,737,"F2 Outcome: 2.1 Policy and practice informed by more effective agricultural land and water management solutions and investment options"
738,1,1900-01-01 00:00:00,2200-01-01 00:00:00,738,"F2 Outcome: 2.2. Improved management of new and revitalized medium to large scale irrigation schemes"
739,1,1900-01-01 00:00:00,2200-01-01 00:00:00,739,"F3 Outcome: 3.1. Improved capacity of urban stakeholders to implement evidence-based policies and practices in support of urban food security and resilience."
740,1,1900-01-01 00:00:00,2200-01-01 00:00:00,740,"F3 Outcome: 3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production"
741,1,1900-01-01 00:00:00,2200-01-01 00:00:00,741,"F4 Outcome: 4.1. Strong evidence underpinning implementation of solutions that increase water supply for agricultural production, livelihoods and ecosystems, and that decrease losses from water variability extremes"
742,1,1900-01-01 00:00:00,2200-01-01 00:00:00,742,"F4 Outcome: 4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience"
743,1,1900-01-01 00:00:00,2200-01-01 00:00:00,743,"F5 Outcome: 5.1 Enhanced capacity of key institutions to more effectively design, monitor and manage relevant policies and programs for delivery against critical SDGs at landscape level"
744,1,1900-01-01 00:00:00,2200-01-01 00:00:00,744,"F5 Outcome: 5.2. Decision makers in at least two countries using WLE tools to improve designs and outcomes of at least two major agricultural and related natural resource intervention programs to deliver against critical SDGs"
